clubBrand,clubType,modelName,type
Fourteen,FairwayWood,SF-511,CLUB
Fourteen,FairwayWood,SF-612,CLUB
Fourteen,FairwayWood,CF-115,CLUB
Fourteen,Utility,UT-306,CLUB
Fourteen,Utility,UT-409,CLUB
Fourteen,Utility,UT-511,CLUB
Fourteen,Utility,UT-612,CLUB
Fourteen,Utility,CU-115,CLUB
Fourteen,Utility,HI-610 H.T.S,CLUB
Fourteen,Wedge,MT-28 Series,CLUB
Fourteen,Wedge,RM-11,CLUB
Fourteen,Wedge,RM-12,CLUB
Fourteen,Wedge,RM-21,CLUB
Fourteen,Wedge,DJ-11,CLUB
Fourteen,Wedge,HI-610 H.T.S,CLUB
Fourteen,Wedge,C-030,CLUB
Fourteen,Putter,HK-1 Series,CLUB
Fourteen,Putter,HK-2 Series,CLUB
Fourteen,Putter,HK-3 Series,CLUB
Fourteen,Putter,SUPER X Series,CLUB
Fourteen,Putter,LF Series,CLUB
Macgregor,Driver,Gold Tourney,CLUB
Macgregor,Driver,NV-301,CLUB
Macgregor,Driver,NV-201,CLUB
Macgregor,Driver,NV-2,CLUB
Macgregor,Driver,NV-S,CLUB
Macgregor,Driver,NV-SL,CLUB
Macgregor,Driver,NV-R,CLUB
Macgregor,Driver,NV-F,CLUB
Macgregor,Driver,NV-FL,CLUB
Macgregor,Driver,NV-NX,CLUB
Macgregor,Driver,NV-Type1,CLUB
Macgregor,Driver,NV-Type2,CLUB
Macgregor,Driver,NV-NXL,CLUB
Macgregor,Driver,NV-NXR,CLUB
Macgregor,Driver,NV-NXS,CLUB
Macgregor,Driver,NVG,CLUB
Macgregor,Driver,NVG2,CLUB
Macgregor,Driver,NVG 435,CLUB
Macgregor,Driver,DH-101,CLUB
Macgregor,Driver,DP-101,CLUB
Macgregor,Driver,DS-101,CLUB
Macgregor,Iron,Gold Tourney,CLUB
Macgregor,Iron,M59,CLUB
Macgregor,Iron,NV-201,CLUB
Macgregor,Iron,NV-FL,CLUB
Macgregor,Iron,NV-NX,CLUB
Macgregor,Iron,NVG2,CLUB
Macgregor,Iron,IH-101,CLUB
Macgregor,Iron,IS-101,CLUB
Macgregor,FairwayWood,Gold Tourney,CLUB
Macgregor,FairwayWood,NV-301,CLUB
Macgregor,FairwayWood,NV-201,CLUB
Macgregor,FairwayWood,M59,CLUB
Macgregor,FairwayWood,NV-S,CLUB
Macgregor,FairwayWood,NV-SL,CLUB
Macgregor,FairwayWood,NV-R,CLUB
Macgregor,FairwayWood,NV-F,CLUB
Macgregor,FairwayWood,NV-FL,CLUB
Macgregor,FairwayWood,NV-NX,CLUB
Macgregor,FairwayWood,NV-IX,CLUB
Macgregor,FairwayWood,NVG,CLUB
Macgregor,FairwayWood,NVG2,CLUB
Macgregor,FairwayWood,FH-101,CLUB
Macgregor,FairwayWood,FS-101,CLUB
Macgregor,FairwayWood,SH-101,CLUB
Macgregor,FairwayWood,SS-101,CLUB
Macgregor,Utility,Gold Tourney,CLUB
Macgregor,Utility,NV-301,CLUB
Macgregor,Utility,NV-201,CLUB
Macgregor,Utility,M59,CLUB
Macgregor,Utility,NV-S,CLUB
Macgregor,Utility,NV-SL,CLUB
Macgregor,Utility,NV-R,CLUB
Macgregor,Utility,NV-F,CLUB
Macgregor,Utility,NV-FL,CLUB
Macgregor,Utility,NV-NX,CLUB
Macgregor,Utility,NV-IX,CLUB
Macgregor,Utility,NVG,CLUB
Macgregor,Utility,NVG2,CLUB
Macgregor,Utility,US-101,CLUB
Macgregor,Utility,SOFFIT,CLUB
Macgregor,Wedge,Tourney Silver,CLUB
Macgregor,Wedge,Tourney Black,CLUB
Macgregor,Wedge,WH-101,CLUB
Macgregor,Wedge,Pro MT DW,CLUB
Macgregor,Wedge,V-Foil,CLUB
Macgregor,Putter,Gold Tourney,CLUB
Macgregor,Putter,RESPONSE,CLUB
Macgregor,Putter,IM-G,CLUB
Macgregor,Putter,IM-Z,CLUB
Macgregor,Putter,IM-MT,CLUB
Macgregor,Putter,HERREN,CLUB
Grand Prix,Driver,MGP 0020,CLUB
Grand Prix,Driver,MGP 0030,CLUB
Grand Prix,Driver,FX,CLUB
Grand Prix,Driver,Max Grand Prix Premium,CLUB
Grand Prix,Driver,Max Grand Prix Premium G1 Gold,CLUB
Grand Prix,Driver,Max Grand Prix Premium G2 Black,CLUB
Grand Prix,Driver,Platinum GP-X1,CLUB
Grand Prix,Driver,Platinum GP-X3,CLUB
Grand Prix,Driver,Target GP 460,CLUB
Grand Prix,Driver,Target GP Max,CLUB
Grand Prix,Driver,Target Main S,CLUB
Grand Prix,Driver,Premium G2,CLUB
Grand Prix,Driver,SHURIKEN,CLUB
Grand Prix,Driver,One Minute S7,CLUB
Grand Prix,Driver,One Minute Dimple,CLUB
Grand Prix,Driver,BAHAMA EB-01,CLUB
Grand Prix,Driver,GP-GOT3,CLUB
Grand Prix,Driver,GP-30.1,CLUB
Grand Prix,Iron,GP MAX 555,CLUB
Grand Prix,Iron,GP MAX 888,CLUB
Grand Prix,Iron,MGP-0800,CLUB
Grand Prix,Iron,MGP-0300,CLUB
Grand Prix,Iron,GT-777,CLUB
Grand Prix,Iron,Target PRO-001,CLUB
Grand Prix,Iron,Target PRO-002,CLUB
Grand Prix,Iron,SHURIKEN,CLUB
Grand Prix,Iron,BAHAMA E-501,CLUB
Grand Prix,Iron,BAHAMA E-701,CLUB
Grand Prix,Iron,GP-GOT1,CLUB
Grand Prix,FairwayWood,MGP 0010,CLUB
Grand Prix,FairwayWood,MGP 0020,CLUB
Grand Prix,FairwayWood,GP Max,CLUB
Grand Prix,FairwayWood,GP-X,CLUB
Grand Prix,FairwayWood,GP-GOT3,CLUB
Grand Prix,FairwayWood,GP-30.1,CLUB
Grand Prix,Utility,GP Max,CLUB
Grand Prix,Utility,GP-X,CLUB
Grand Prix,Utility,GP-GOT3,CLUB
Grand Prix,Utility,GP-30.1,CLUB
Grand Prix,Putter,GP Series,CLUB
Grand Prix,Putter,GP Handmade,CLUB
EPON,Driver,AF-102,CLUB
EPON,Driver,AF-103,CLUB
EPON,Driver,AF-152,CLUB
EPON,Driver,AF-153,CLUB
EPON,Driver,RF-460,CLUB
EPON,Driver,504DJ,CLUB
EPON,Driver,ZERO,CLUB
EPON,Driver,ZERO XI,CLUB
EPON,Iron,AF-101,CLUB
EPON,Iron,AF-102,CLUB
EPON,Iron,AF-103,CLUB
EPON,Iron,AF-301,CLUB
EPON,Iron,AF-302,CLUB
EPON,Iron,AF-303,CLUB
EPON,Iron,AF-152,CLUB
EPON,Iron,AF-153,CLUB
EPON,Iron,AF-501,CLUB
EPON,Iron,AF-502,CLUB
EPON,Iron,AF-503,CLUB
EPON,Iron,AF-701,CLUB
EPON,Iron,AF-702,CLUB
EPON,Iron,AF-703,CLUB
EPON,Iron,AF-901,CLUB
EPON,Iron,AF-902,CLUB
EPON,Iron,AF-TOUR,CLUB
EPON,Iron,RF-751,CLUB
EPON,FairwayWood,AF-201,CLUB
EPON,FairwayWood,AF-202,CLUB
EPON,FairwayWood,AF-203,CLUB
EPON,FairwayWood,AF-901,CLUB
EPON,FairwayWood,AF-902,CLUB
EPON,FairwayWood,AF-903,CLUB
EPON,Utility,AF-201,CLUB
EPON,Utility,AF-202,CLUB
EPON,Utility,AF-203,CLUB
EPON,Utility,AF-901,CLUB
EPON,Utility,AF-902,CLUB
EPON,Utility,AF-903,CLUB
EPON,Wedge,213STX,CLUB
EPON,Wedge,210KGX,CLUB
GV-Tour,Driver,V7,CLUB
GV-Tour,Driver,V10,CLUB
GV-Tour,Driver,V11,CLUB
GV-Tour,Driver,G200,CLUB
GV-Tour,Driver,SAKUJI,CLUB
GV-Tour,Driver,TITANALLOY,CLUB
GV-Tour,Driver,X-One,CLUB
GV-Tour,Driver,X-Two,CLUB
GV-Tour,Driver,PARMUS,CLUB
GV-Tour,Driver,SOARING,CLUB
GV-Tour,Driver,M300,CLUB
GV-Tour,Driver,HIDDEN ACE,CLUB
GV-Tour,Iron,ZX-S,CLUB
GV-Tour,Iron,Royal Prime,CLUB
GV-Tour,Iron,NX202,CLUB
GV-Tour,Iron,DAKEFUJI,CLUB
GV-Tour,Iron,X-One,CLUB
GV-Tour,Iron,X-Two,CLUB
GV-Tour,Iron,PARMUS,CLUB
GV-Tour,FairwayWood,V7,CLUB
GV-Tour,FairwayWood,V10,CLUB
GV-Tour,FairwayWood,JTB,CLUB
GV-Tour,FairwayWood,RB-01,CLUB
GV-Tour,FairwayWood,HIDDEN ACE,CLUB
GV-Tour,FairwayWood,HAPS,CLUB
GV-Tour,Utility,V7,CLUB
GV-Tour,Utility,V10,CLUB
GV-Tour,Utility,ZX-S,CLUB
GV-Tour,Utility,JTB,CLUB
GV-Tour,Utility,RB-01,CLUB
GV-Tour,Utility,HIDDEN ACE,CLUB
GV-Tour,Utility,HAPS,CLUB
GV-Tour,Wedge,TEXAS Series,CLUB
GV-Tour,Wedge,JV-3,CLUB
GV-Tour,Wedge,SAKUJI,CLUB
GV-Tour,Wedge,Black Wedge II,CLUB
GV-Tour,Putter,Ghost Tour Black,CLUB
GV-Tour,Putter,HK-450,CLUB
GV-Tour,Putter,HK-550,CLUB
GV-Tour,Putter,JP-300,CLUB
GV-Tour,Putter,JAS-350,CLUB
GV-Tour,Putter,JAS-450,CLUB
GV-Tour,Putter,ZX Black,CLUB
GV-Tour,Putter,PT-101,CLUB
GIGA,Driver,X-FILE 3E,CLUB
GIGA,Driver,X-FILE MARIPOSA,CLUB
GIGA,Driver,X-FILE POWER V,CLUB
GIGA,Driver,X-FILE LD,CLUB
GIGA,Driver,PANTONE,CLUB
GIGA,Driver,XXXX,CLUB
GIGA,Iron,X-FILE,CLUB
GIGA,Iron,X-FILE GOLD,CLUB
GIGA,Iron,X-FILE MARIPOSA,CLUB
GIGA,Iron,PANTONE,CLUB
GIGA,Iron,XXXX,CLUB
GIGA,FairwayWood,X-FILE,CLUB
GIGA,FairwayWood,X-FILE GOLD,CLUB
GIGA,FairwayWood,X-FILE POWER V,CLUB
GIGA,FairwayWood,X-FILE POWER V2,CLUB
GIGA,FairwayWood,PANTONE,CLUB
GIGA,FairwayWood,XXXX,CLUB
GIGA,FairwayWood,X-10RS,CLUB
GIGA,FairwayWood,XF,CLUB
GIGA,FairwayWood,XF II,CLUB
GIGA,FairwayWood,XF III,CLUB
GIGA,FairwayWood,New XF,CLUB
GIGA,Utility,X-FILE,CLUB
GIGA,Utility,X-FILE GOLD,CLUB
GIGA,Utility,X-FILE POWER V,CLUB
GIGA,Utility,X-FILE POWER V2,CLUB
GIGA,Utility,PANTONE,CLUB
GIGA,Utility,XXXX,CLUB
GIGA,Utility,X-10RS,CLUB
GIGA,Utility,RED,CLUB
GIGA,Putter,Silver Blade ZN,CLUB
GIGA,Putter,Birdie Men,CLUB
GIGA,Putter,Sixty Niners,CLUB
GIGA,Putter,TS-101,CLUB
David,Driver,D2,CLUB
David,Driver,XS-470,CLUB
David,Driver,EZ-460,CLUB
David,Driver,EZ X,CLUB
David,Driver,DX-460,CLUB
David,Driver,ASCEND,CLUB
David,Iron,XS-1,CLUB
David,Iron,ASCEND,CLUB
David,FairwayWood,DV-White,CLUB
David,FairwayWood,DV-Black,CLUB
David,FairwayWood,DF9,CLUB
David,FairwayWood,EZ,CLUB
David,FairwayWood,EZ2,CLUB
David,FairwayWood,EZ200,CLUB
David,FairwayWood,EZ X,CLUB
David,FairwayWood,XS-1,CLUB
David,FairwayWood,XS-130,CLUB
David,FairwayWood,XS-210,CLUB
David,FairwayWood,YEPPU,CLUB
David,FairwayWood,HIGHST M3,CLUB
David,FairwayWood,New DFX,CLUB
David,Utility,DV-White,CLUB
David,Utility,DV-Black,CLUB
David,Utility,D2,CLUB
David,Utility,DF9,CLUB
David,Utility,Woody Iron,CLUB
David,Utility,EZ X,CLUB
David,Utility,New DFX,CLUB
David,Utility,New XS-1,CLUB
David,Utility,HIGHST EZ,CLUB
David,Utility,XS-1,CLUB
David,Utility,XS-130,CLUB
David,Putter,XS-101,CLUB
David,Putter,XS-505,CLUB
David,Putter,ASCEND,CLUB
Bang,Driver,ST539,CLUB
Bang,Driver,Tail,CLUB
Bang,Driver,Yellow,CLUB
Bang,Driver,LD425,CLUB
Bang,Driver,LD460,CLUB
Bang,Driver,LD470,CLUB
Bang,Driver,ST539,CLUB
Bang,Driver,Bangster OL,CLUB
Bang,Driver,Bang O Matic,CLUB
Bang,FairwayWood,Yellow,CLUB
Bang,FairwayWood,Long Distance,CLUB
Bang,Utility,O Matic Hybrid,CLUB
Bang,Utility,Long Distance,CLUB
Bang,Wedge,Funjoy,CLUB
Gauge Design,FairwayWood,GAF,CLUB
Gauge Design,FairwayWood,GFT,CLUB
Gauge Design,Wedge,D-Milled,CLUB
Gauge Design,Wedge,N.C.G,CLUB
Gauge Design,Wedge,G-Field,CLUB
Gauge Design,Wedge,GAS1,CLUB
Gauge Design,Wedge,GAS2,CLUB
Gauge Design,Putter,Classic Series,CLUB
Gauge Design,Putter,G2-Mill,CLUB
Gauge Design,Putter,GM-1,CLUB
Gauge Design,Putter,GM-2,CLUB
Gauge Design,Putter,GS-01,CLUB
Gauge Design,Putter,G-Field Series,CLUB
Gauge Design,Putter,Little Dog,CLUB
Gauge Design,Putter,Type M5,CLUB
Nickent,Driver,INVENTOR,CLUB
Nickent,Driver,5GX,CLUB
Nickent,Driver,4DX EVOLVER,CLUB
Nickent,Driver,3DX GENEX,CLUB
Nickent,Driver,GENEX TRIMAX 460,CLUB
Nickent,Iron,3DX,CLUB
Nickent,Iron,5GX,CLUB
Nickent,FairwayWood,3DX,CLUB
Nickent,FairwayWood,5GX,CLUB
Nickent,FairwayWood,F30 Ti,CLUB
Nickent,Utility,3DX,CLUB
Nickent,Utility,5GX,CLUB
Nickent,Utility,F30 Ti,CLUB
Nickent,Utility,SPIDER,CLUB
Nickent,Utility,MONSTER,CLUB
Nickent,Utility,New 3DX,CLUB
Nickent,Wedge,3DX GENEX,CLUB
Nickent,Putter,Omen Tour Series,CLUB
Nickent,Putter,ZETTICA,CLUB
Nickent,Putter,VIENNA,CLUB
Nickent,Putter,PIPE II,CLUB
E2,Driver,EMAX 2,CLUB
E2,Driver,EMAX 4G,CLUB
E2,Driver,EMAX Black,CLUB
E2,Driver,EMAX KIN,CLUB
E2,Driver,NEW EMAX,CLUB
E2,Driver,SILVER Edition,CLUB
E2,Iron,EMAX 2 Forged,CLUB
E2,Iron,EMAX Black Label,CLUB
E2,Iron,New EXFEEL,CLUB
E2,Iron,New EXFEEL TRUETEMPER,CLUB
E2,Iron,NZIN,CLUB
E2,FairwayWood,EMAX 2,CLUB
E2,FairwayWood,EMAX Black Label,CLUB
E2,FairwayWood,New EXFEEL,CLUB
E2,FairwayWood,NZIN,CLUB
E2,Utility,EXFEEL,CLUB
E2,Utility,EMAX Black Label,CLUB
E2,Utility,EFFECT,CLUB
E2,Utility,NZIN,CLUB
Ben Hogan,Driver,Big Ben C.S.3,CLUB
Ben Hogan,Iron,Apex Edge,CLUB
Ben Hogan,Iron,BH-5,CLUB
Ben Hogan,FairwayWood,Big Ben C455,CLUB
Ben Hogan,Utility,CFT3,CLUB
Ben Hogan,Utility,CFT4,CLUB
S-Yard,Driver,X-LITE,CLUB
S-Yard,Driver,X-LITE HI-COR,CLUB
S-Yard,Driver,SENFINA,CLUB
S-Yard,Driver,NEW SENFINA,CLUB
S-Yard,Driver,EXELIGHT,CLUB
S-Yard,Driver,NEW EXELIGHT,CLUB
S-Yard,Driver,PREMIUM EXELIGHT,CLUB
S-Yard,Driver,STARK HI-COR,CLUB
S-Yard,Driver,T388,CLUB
S-Yard,Driver,XT HI-COR,CLUB
S-Yard,Driver,TX-1,CLUB
S-Yard,Driver,TX-2,CLUB
S-Yard,Driver,TX-T,CLUB
S-Yard,Driver,TX-V,CLUB
S-Yard,Driver,T-301,CLUB
S-Yard,Driver,T-302,CLUB
S-Yard,Driver,GT Series,CLUB
S-Yard,Driver,ACROCLASS Series,CLUB
S-Yard,Iron,X-LITE,CLUB
S-Yard,Iron,SENFINA,CLUB
S-Yard,Iron,NEW SENFINA,CLUB
S-Yard,Iron,EXELIGHT,CLUB
S-Yard,Iron,NEW EXELIGHT,CLUB
S-Yard,Iron,PREMIUM EXELIGHT,CLUB
S-Yard,Iron,GF-1,CLUB
S-Yard,Iron,U-X,CLUB
S-Yard,Iron,U-21,CLUB
S-Yard,Iron,U-101,CLUB
S-Yard,Iron,TX-V,CLUB
S-Yard,Iron,XT,CLUB
S-Yard,Iron,XV,CLUB
S-Yard,Iron,GT Series,CLUB
S-Yard,Iron,ACROCLASS Series,CLUB
S-Yard,FairwayWood,X-LITE,CLUB
S-Yard,FairwayWood,SENFINA,CLUB
S-Yard,FairwayWood,NEW SENFINA,CLUB
S-Yard,FairwayWood,EXELIGHT,CLUB
S-Yard,FairwayWood,NEW EXELIGHT,CLUB
S-Yard,FairwayWood,PREMIUM EXELIGHT,CLUB
S-Yard,FairwayWood,TX-V,CLUB
S-Yard,FairwayWood,XV,CLUB
S-Yard,FairwayWood,MA Type-W,CLUB
S-Yard,FairwayWood,Type F-1,CLUB
S-Yard,FairwayWood,Type B-1,CLUB
S-Yard,FairwayWood,Type A-1,CLUB
S-Yard,FairwayWood,GT Series,CLUB
S-Yard,FairwayWood,ACROCLASS Series,CLUB
